"","1","2","3","4","7","5","6","8","10","9","11","13","12","15","14","16","17","18","19","20","21","23","22","24","27","25","26","32","28","37","29","30","41","31","33","34","35","36","38","39","40","42","43"
"1",1,0,0.5,0.5,0,0.5,0.5,0.25,0,0.25,0.125,0,0.125,0,0.0625,0.0625,0.0625,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0,1,0.5,0.5,0,0.5,0.5,0.25,0,0.25,0.125,0,0.125,0,0.0625,0.0625,0.0625,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",0.5,0.5,1,0.5,0,0.5,0.5,0.25,0,0.25,0.125,0,0.125,0,0.0625,0.0625,0.0625,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",0.5,0.5,0.5,1,0,0.5,0.5,0.5,0,0.5,0.25,0,0.25,0,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",0,0,0,0,1,0,0,0.5,0,0.5,0.25,0,0.25,0,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",0.5,0.5,0.5,0.5,0,1,0.5,0.25,0,0.25,0.125,0,0.125,0,0.0625,0.0625,0.0625,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",0.5,0.5,0.5,0.5,0,0.5,1,0.25,0,0.25,0.125,0,0.125,0,0.0625,0.0625,0.0625,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",0.25,0.25,0.25,0.5,0.5,0.25,0.25,1,0,0.5,0.5,0,0.5,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",0,0,0,0,0,0,0,0,1,0,0.5,0,0.5,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.5,0,1,0.25,0,0.25,0,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",0.125,0.125,0.125,0.25,0.25,0.125,0.125,0.5,0.5,0.25,1,0,0.5,0,0.5,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",0.125,0.125,0.125,0.25,0.25,0.125,0.125,0.5,0.5,0.25,0.5,0,1,0,0.25,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",0.0625,0.0625,0.0625,0.125,0.125,0.0625,0.0625,0.25,0.25,0.125,0.5,0.5,0.25,0,1,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",0.0625,0.0625,0.0625,0.125,0.125,0.0625,0.0625,0.25,0.25,0.125,0.25,0,0.5,0.5,0.125,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",0.0625,0.0625,0.0625,0.125,0.125,0.0625,0.0625,0.25,0.25,0.125,0.25,0,0.5,0.5,0.125,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",0.0625,0.0625,0.0625,0.125,0.125,0.0625,0.0625,0.25,0.25,0.125,0.25,0,0.5,0.5,0.125,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0.5,0.25,0,0.25,0.25,0,0.125,0,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.0625,0.0625,0.0625,0.0625,0.0625
"20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0.5,0.25,0,0.25,0.25,0,0.125,0,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.0625,0.0625,0.0625,0.0625,0.0625
"21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1,0,0.5,0.5,0,0.5,0.5,0,0.25,0,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.125,0.125,0.125,0.125,0.125
"23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0.5,0.5,0,0.25,0,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.125,0.125,0.125,0.125,0.125
"22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,1,0.25,0,0.25,0.25,0,0.125,0,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.0625,0.0625,0.0625,0.0625,0.0625
"24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0.5,0.25,1,0,0.5,0.5,0,0.5,0,0.5,0.5,0,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
"27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0.25,0.25,0.25,0.25,0.25
"25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0.5,0.25,0.5,0,1,0.5,0,0.25,0,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.125,0.125,0.125,0.125,0.125
"26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0.5,0.25,0.5,0,0.5,1,0,0.25,0,0.25,0.25,0,0.25,0.5,0.5,0.5,0.5,0.125,0.125,0.125,0.125,0.125
"32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0
"28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.25,0.25,0.125,0.5,0.5,0.25,0.25,0,1,0,0.5,0.5,0,0.5,0.125,0.125,0.125,0.125,0.5,0.5,0.5,0.25,0.25
"37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0
"29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.25,0.25,0.125,0.5,0.5,0.25,0.25,0,0.5,0,1,0.5,0,0.5,0.125,0.125,0.125,0.125,0.25,0.25,0.25,0.25,0.25
"30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.25,0.25,0.125,0.5,0.5,0.25,0.25,0,0.5,0,0.5,1,0,0.5,0.125,0.125,0.125,0.125,0.25,0.25,0.25,0.5,0.5
"41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0.5
"31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.25,0.25,0.125,0.5,0.5,0.25,0.25,0,0.5,0,0.5,0.5,0,1,0.125,0.125,0.125,0.125,0.25,0.25,0.25,0.25,0.25
"33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.25,0.25,0.125,0.25,0,0.25,0.5,0.5,0.125,0,0.125,0.125,0,0.125,1,0.5,0.5,0.5,0.0625,0.0625,0.0625,0.0625,0.0625
"34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.25,0.25,0.125,0.25,0,0.25,0.5,0.5,0.125,0,0.125,0.125,0,0.125,0.5,1,0.5,0.5,0.0625,0.0625,0.0625,0.0625,0.0625
"35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.25,0.25,0.125,0.25,0,0.25,0.5,0.5,0.125,0,0.125,0.125,0,0.125,0.5,0.5,1,0.5,0.0625,0.0625,0.0625,0.0625,0.0625
"36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.25,0.25,0.125,0.25,0,0.25,0.5,0.5,0.125,0,0.125,0.125,0,0.125,0.5,0.5,0.5,1,0.0625,0.0625,0.0625,0.0625,0.0625
"38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.0625,0.125,0.125,0.0625,0.25,0.25,0.125,0.125,0,0.5,0.5,0.25,0.25,0,0.25,0.0625,0.0625,0.0625,0.0625,1,0.5,0.5,0.125,0.125
"39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.0625,0.125,0.125,0.0625,0.25,0.25,0.125,0.125,0,0.5,0.5,0.25,0.25,0,0.25,0.0625,0.0625,0.0625,0.0625,0.5,1,0.5,0.125,0.125
"40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.0625,0.125,0.125,0.0625,0.25,0.25,0.125,0.125,0,0.5,0.5,0.25,0.25,0,0.25,0.0625,0.0625,0.0625,0.0625,0.5,0.5,1,0.125,0.125
"42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.0625,0.125,0.125,0.0625,0.25,0.25,0.125,0.125,0,0.25,0,0.25,0.5,0.5,0.25,0.0625,0.0625,0.0625,0.0625,0.125,0.125,0.125,1,0.5
"43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.0625,0.125,0.125,0.0625,0.25,0.25,0.125,0.125,0,0.25,0,0.25,0.5,0.5,0.25,0.0625,0.0625,0.0625,0.0625,0.125,0.125,0.125,0.5,1
